"Airport.Code","Airport.Name","Time.Label","Month","Time.Month Name","Time.Year","Statistics.# of Delays.Carrier","Statistics.# of Delays.Late Aircraft","Statistics.# of Delays.National Aviation System","Statistics.# of Delays.Security","Statistics.# of Delays.Weather","Statistics.Carriers.Names","Statistics.Carriers.Total","Cancelled","Statistics.Flights.Delayed","Statistics.Flights.Diverted","Statistics.Flights.On Time","Statistics.Flights.Total","Statistics.Minutes Delayed.Carrier","Statistics.Minutes Delayed.Late Aircraft","Statistics.Minutes Delayed.National Aviation System","Statistics.Minutes Delayed.Security","Statistics.Minutes Delayed.Total","Statistics.Minutes Delayed.Weather"
"LGA","New York, NY: LaGuardia","2004/07","7","July","2004","450","566","1785","1","192","American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.","12","619","2993","61","7225","10898","29089","46677","127638","40","218992","15548"
"MCO","Orlando, FL: Orlando International","2004/07","7","July","2004","617","804","786","7","97","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","15","38","2307","24","6903","9272","33676","50764","30985","292","122475","6758"
"MDW","Chicago, IL: Chicago Midway International","2004/07","7","July","2004","294","825","812","7","93","American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,Southwest Airlines Co.","11","77","2031","18","5801","7927","15588","52558","39532","211","114984","7095"
"MIA","Miami, FL: Miami International","2004/07","7","July","2004","383","392","577","9","68","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.","13","37","1425","11","4035","5508","20992","29119","23874","302","78111","3824"
"MSP","Minneapolis, MN: Minneapolis-St Paul International","2004/07","7","July","2004","680","662","986","11","93","American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.","13","174","2434","40","10379","13027","41885","40286","34827","347","124424","7079"
"ORD","Chicago, IL: Chicago O'Hare International","2004/07","7","July","2004","1346","2095","4304","6","170","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.","13","1037","7917","110","22767","31831","96243","150876","315178","250","577237","14690"
"PDX","Portland, OR: Portland International","2004/07","7","July","2004","293","406","210","6","23","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.","10","33","941","1","4006","4981","13722","22830","6987","127","45070","1404"
"PHL","Philadelphia, PA: Philadelphia International","2004/07","7","July","2004","474","656","1604","1","133","American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","14","323","2866","86","7228","10503","27665","54219","107124","24","204504","15472"
"PHX","Phoenix, AZ: Phoenix Sky Harbor International","2004/07","7","July","2004","819","1039","786","20","68","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","14","137","2732","8","11311","14188","41817","52763","25512","949","125308","4267"
"SAN","San Diego, CA: San Diego International","2004/07","7","July","2004","556","633","362","4","25","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","13","41","1584","6","5786","7417","27085","32809","13308","100","75086","1784"
"SEA","Seattle, WA: Seattle/Tacoma International","2004/07","7","July","2004","717","927","542","12","39","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","13","56","2234","5","8075","10370","36020","50881","19473","323","109507","2810"
"SFO","San Francisco, CA: San Francisco International","2004/07","7","July","2004","705","610","1103","6","62","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.","13","120","2483","4","8869","11476","37798","39140","52335","164","134543","5106"
"SLC","Salt Lake City, UT: Salt Lake City International","2004/07","7","July","2004","706","437","512","21","82","American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.","12","71","1756","7","10312","12146","32435","23807","18370","628","80223","4983"
"TPA","Tampa, FL: Tampa International","2004/07","7","July","2004","315","562","400","3","41","American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","12","19","1324","13","4529","5885","16291","37860","16469","66","74047","3361"
"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","2004/08","8","August","2004","1366","1443","4442","12","411","American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.","13","570","7672","64","28055","36361","85816","89361","168580","1163","368650","23730"
"BOS","Boston, MA: Logan International","2004/08","8","August","2004","588","793","1041","4","152","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.","15","320","2575","13","9145","12053","37998","54859","47655","173","152254","11569"
"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","2004/08","8","August","2004","403","725","572","10","104","American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","12","100","1812","25","7308","9245","19379","42591","28333","294","98891","8294"
"CLT","Charlotte, NC: Charlotte Douglas International","2004/08","8","August","2004","382","516","444","0","55","American Airlines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.","11","156","1394","13","7259","8822","20877","33221","17411","0","75231","3722"
"DCA","Washington, DC: Ronald Reagan Washington National","2004/08","8","August","2004","398","318","569","1","126","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.","14","258","1414","28","6340","8040","20384","22912","27600","43","79336","8397"
"DEN","Denver, CO: Denver International","2004/08","8","August","2004","754","608","838","5","114","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.","14","110","2320","31","11610","14071","39039","39613","32104","317","119509","8436"
"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","2004/08","8","August","2004","1234","1795","1984","12","469","American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.","14","596","5497","59","23509","29661","94193","132291","102379","1103","367889","37923"
"DTW","Detroit, MI: Detroit Metro Wayne County","2004/08","8","August","2004","467","549","701","3","142","American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","12","183","1860","20","10742","12805","29617","31402","27413","111","99600","11057"
"EWR","Newark, NJ: Newark Liberty International","2004/08","8","August","2004","427","840","2060","6","139","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.","14","421","3474","42","10124","14061","29090","57954","144183","463","245663","13973"
"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","2004/08","8","August","2004","358","473","492","9","52","American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","13","41","1383","18","3805","5247","19257","32235","19547","250","75786","4497"
"IAD","Washington, DC: Washington Dulles International","2004/08","8","August","2004","380","1191","1411","1","88","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.","15","432","3069","54","9991","13546","20772","108328","74934","172","210626","6420"
"IAH","Houston, TX: George Bush Intercontinental/Houston","2004/08","8","August","2004","470","674","1072","15","90","American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","13","120","2322","42","15007","17491","28614","40282","38606","415","115208","7291"
"JFK","New York, NY: John F. Kennedy International","2004/08","8","August","2004","531","717","973","18","133","American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.","12","145","2371","44","6106","8666","31378","51417","49175","665","142589","9954"
"LAS","Las Vegas, NV: McCarran International","2004/08","8","August","2004","833","1362","1001","22","67","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","14","88","3283","16","10127","13514","39505","68660","34821","573","148820","5261"
"LAX","Los Angeles, CA: Los Angeles International","2004/08","8","August","2004","1115","1221","1491","16","135","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","14","171","3981","9","16350","20511","55768","70325","55890","555","192815","10277"
"LGA","New York, NY: LaGuardia","2004/08","8","August","2004","473","487","1203","2","177","American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.","12","474","2340","52","7988","10854","28650","35500","81684","60","161172","15278"
"MCO","Orlando, FL: Orlando International","2004/08","8","August","2004","561","700","824","8","105","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","15","406","2198","38","6714","9356","31225","47729","33815","299","121214","8146"
"MDW","Chicago, IL: Chicago Midway International","2004/08","8","August","2004","234","656","668","8","85","American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,Southwest Airlines Co.","11","85","1647","13","6330","8075","10838","39503","31345","183","88480","6611"
"MIA","Miami, FL: Miami International","2004/08","8","August","2004","380","344","591","5","72","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.","13","119","1393","21","3972","5505","25611","28718","30033","279","90729","6088"
"MSP","Minneapolis, MN: Minneapolis-St Paul International","2004/08","8","August","2004","540","484","974","6","96","American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.","13","128","2096","15","10890","13129","36936","25635","33519","168","103509","7251"
"ORD","Chicago, IL: Chicago O'Hare International","2004/08","8","August","2004","1257","1987","3583","10","252","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.","13","907","7092","43","24356","32398","90656","141347","230443","856","483926","20624"
