Position,Location,Gender,Education,Experience (Years),Salary
Data Engineer,Mumbai,Male,BCA,28,2320837
Product Manager,New Delhi,Female,B.Sc,9,1843388
Solution architect,Mumbai,Male,Diploma,28,2342053
Linux Administrator,Gurugram,Male,BCA,12,2488313
C++,Pune,Female,B.Tech/B.E.,22,2397173
Java with Flowable,Mumbai,Male,B.A,20,1404817
Imanage Support,New Delhi,Female,B.Tech/B.E.,11,1303309
Selenium Python,Hyderabad,Male,B.Tech/B.E.,18,561137
C++,New Delhi,Female,B.Tech/B.E.,16,1157365
"NPD Design-Chassis, Engineering Head",Gurugram,Male,B.Tech/B.E.,16,2264279
Product Manager,Kanpur,Female,B.Tech/B.E.,7,1397422
Selenium Python,Noida,Female,B.Tech/B.E.,25,1773008
Distributed sup eng,New Delhi,Female,B.Tech/B.E.,12,1263405
c++,Dehradun,Female,B.Tech/B.E.,14,1965133
Supply Chain,New Delhi,Male,B.Sc,15,1907372
Product Manager,New Delhi,Male,B.Sc,25,560879
c++,Pune,Female,B.Sc,15,908825
Cuda Developer,Noida,Male,B.A,22,2337671
Cuda Developer,Bengaluru,Male,B.Com,24,1161910
UI/UI/UX Designer,New Delhi,Female,B.Com,6,571618
Java with Flowable,Pune,Female,B.Com,19,851556
PHP Developer,Hyderabad,Male,B.Sc,26,2353035
Maths Teacher,Pune,Male,B.Com,21,2392767
Data Bricks engineer,New Delhi,Female,B.Tech/B.E.,25,565251
Java with flowable,New Delhi,Male,B.Tech/B.E.,27,845061
Supply Chain,Kolkata,Male,B.Tech/B.E.,12,2460228
Supply Chain,Pune,Female,B.Com,25,1174159
Maths Teacher,Nagpur,Male,B.B.A/ B.M.S,13,1829322
Maths Teacher,Bengaluru,Female,B.Sc,13,1902445
Maths Teacher,Lucknow,Female,B.Tech/B.E.,8,1606299
Maths Teacher,Pune,Female,Diploma,27,1250181
Maths Teacher,Faridabad,Male,B.B.A/ B.M.S,24,1045874
Java with Flowable,New Delhi,Male,BCA,24,1927009
Selenium Python,Pune,Male,B.Sc,20,946711
Java with Flowable,New Delhi,Female,B.Tech/B.E.,9,1671600
AWS CLOUD &amp; DEVOPS ENGINEER,Bengaluru,Male,B.Com,19,1719693
Supply chain,Dehradun,Male,B.Tech/B.E.,5,1682532
Snowflake Data Engi,New Delhi,Male,B.Com,16,706548
JAva with Flowable,New Delhi,Male,Mtech,23,1590856
Linux Administrator,Chennai,Male,B.A,19,2375547
JAva with Flowable,New Delhi,Male,B.Tech/B.E.,6,817578
Cloud Engeener,Bengaluru,Male,B.Sc,22,2117153
lead Consultant -power BI,Jalgaon,Male,B.Tech/B.E.,20,613319
UI Lead,Bengaluru,Female,B.Sc,6,853405
Sr.Colud Data Engineer,Pune,Female,B.Com,23,699339
Performance Testing,Pune,Male,B.Com,24,835797
"NDP Design Chassis, Vehicle Integration and Chassis Design,",Mumbai,Male,NA,22,1673353
Senior Identity Engineer,Ghaziabad,Male,B.Tech/B.E.,7,1618818
Data Engineering,New Delhi,Male,B.Sc,24,818813
Maths Teacher,Bengaluru,Male,B.Tech/B.E.,15,850537
Maths Teacher,Pune,Female,B.Sc,12,2498712
Maths Teacher,Chennai,Male,BCA,5,2481429
Maths Teacher,Gurugram,Female,B.Sc,7,987623
Maths Teacher,Hyderabad,Female,B.Tech/B.E.,9,2333270
Mainframe Support,Pune,Female,B.Tech/B.E.,6,2375960
AML,Pune,Male,Diploma,21,1190436
QA Manager Automation,vishakapatnam - Andhra Pradesh,Male,B.Tech/B.E.,7,1453821
Hydrallic Project manager,Chennai,Male,BCA,11,862733
React native,Chennai,Male,B.Tech/B.E.,13,1622855
GCP Admin,Chennai,Female,B.A,7,1958046
Abinitio Lead,Bengaluru,Male,B.Tech/B.E.,6,655827
UI/UI/UX Designer,Pune,Male,B.Tech/B.E.,11,1680932
"Linux Administrator,Openshift admin,cloud operations",Pune,Male,B.A,22,1362637
Selenium Python,Mumbai,Male,B.Com,24,2131053
ServiceNow SAM,Pune,Female,B.Com,23,1395252
UI Lead,Mumbai,Female,B.Com,18,1022979
UI/UI/UX Designer,New Delhi,Female,B.Com,28,675234
Lead Data Engineer,Noida,Male,B.Sc,20,1196050
Train Design - Car body shell Engineering at Alstom Transportation,Ahemdabad - Gujarat,Male,B.Com,23,2434011
Selenium Python,Noida,Male,BCA,16,1142391
Sr Developer,Noida,Female,B.Tech/B.E.,14,738327
GCP Architect(Cloud architect),Patna,Female,B.Tech/B.E.,19,1865463
UI/UX Designer,Bengaluru,Male,B.Tech/B.E.,15,2241679
Mainframe Support,Lucknow,Male,B.Com,24,1668609
Performance Testing,Mumbai,Male,B.Tech/B.E.,26,1273228
Golang Developer/ Azure Devops,Noida,Male,B.Tech/B.E.,25,1623108
"SAP SCM ,SAP MM",Ghaziabad,Male,B.Tech/B.E.,6,1671442
Senior consultant/ Software developer,Pune,Male,B.A,11,2376228
Sr.Test Engineer,Navi Mumbai,Male,BCA,27,586148
UI/UI/UX Designer,Noida,Male,B.Tech/B.E.,8,1601832
Product Manager,Pune,Female,B.Tech/B.E.,8,737692
Microsoft Dyna. 365,Nagpur,Male,BBA,6,1836923
Selenium Python,Hyderabad,Male,B.Com,10,1419167
Selenium Python,Noida,Female,B.Tech/B.E.,17,2255245
Lead Data Engineer,Chennai,Male,B.A,9,2094432
Salesforce,New Delhi,Male,B.Sc,26,539193
PRINCIPLE DATA ENGINEER,Visakhapatnam,Female,BCA,23,2449931
PRINCIPLE DATA ENGINEER,Bengaluru,Female,Diploma,11,696359
AZURE VIRTUVAL,Bengaluru,Male,B.Tech/B.E.,15,940573
Servicenow,Hyderabad,Male,B.Sc,19,604955
C++,Noida,Male,BCA,20,506365
Salesforce,Gurugram,Male,BCA,5,718588
UI/UX Designer+FIGMA,"Fazilka , Punjab - Punjab",Female,B.Tech/B.E.,9,693775
Salesforce,Coimbatore,Male,B.Tech/B.E.,10,817462
Product Manager,Indore,Male,B.Com,15,1146538
UI/UI/UX Designer,Hyderabad,Male,Diploma,10,512503
Salesforce,Noida,Female,B.Tech/B.E.,8,2174742
"Salesfoce Developer
(PLATFORM SPECIALIST)","Cuttack, Odisha - Odisha",Male,B.Tech/B.E.,13,1723410
Java with Flowable,New Delhi,Male,B.B.A/ B.M.S,19,991492
Java with Flowable,Hyderabad,Female,B.Sc,14,2003948
QA automation,Kanpur,Male,B.A,8,1715658
Supply Chain,Navi Mumbai,Male,B.Tech/B.E.,19,1378562
SUPPLY CHAIN WAREHOUSE,Bhubaneswar,Female,BCA,5,1589609
SAP ATTP FUNCTIONAL,New Delhi,Male,LLB,24,2332087
SNOWFLAKE DATA ENGINEER,Pune,Male,B.Com,6,2197288
UI/UX Designer+Figma,Chennai,Male,B.Com,7,1902810
Prinicipal Data Eng,Ayodhya - Uttar Pradesh,Male,B.Sc,14,709530
HTOM,Hyderabad,Male,B.A,7,2144168
Catia BIW,Hubli,Female,B.Com,19,784537
Selenium Python,Gurugram,Male,B.Tech/B.E.,23,2399349
Liferay Full Stack,Mumbai,Male,B.Tech/B.E.,10,1411840
UI/UX Designer+Figma,Bengaluru,Male,B.A,14,1010864
Snowflake Data EngiNEER,Patna,Male,BCA,18,2409971
Data Engineer,Pune,Male,BCA,12,1559820
Mendix Developer,Pune,Male,B.Tech/B.E.,11,711429
Prinicipal Data Eng,Hyderabad,Male,BCA,25,719760
Snowflake Data EngiNEER,Nagaur,Male,B.Sc,8,2480399
Product Manager,New Delhi,Male,B.Tech/B.E.,23,1248953
product manager,Lucknow,Female,B.Tech/B.E.,23,1579330
Mainframe,Noida,Male,B.Sc,13,2379262
Product Manager,Chennai,Female,B.Com,12,1840372
Cuda Developer,New Delhi,Female,B.Tech/B.E.,26,1312689
UI/UX Designer+Figma,Dhanbad,Male,B.Tech/B.E.,12,1013602
RPA,New Delhi,Male,B.A,16,834424
ServiceNow,New Delhi,Male,BCA,20,505349
Cuda Developer,Bengaluru,Male,B.Tech/B.E.,12,976231
Cuda Developer,Pune,Male,B.B.A/ B.M.S,21,714213
Cuda Developer,New Delhi,Female,B.A,28,1338078
"Snowflake Data Engi,",Bengaluru,Female,B.A,26,1251018
Cuda Developer,Ghaziabad,Male,NA,28,1680301
Verilog,Mohali,Female,B.Sc,15,2455530
Data Engineer,Faridabad,Female,B.Com,24,2068879
Cuda Developer,New Delhi,Female,B.Tech/B.E.,28,652997
Cuda Developer,Hyderabad,Male,Diploma,13,642467
Azure data,New Delhi,Male,B.A,11,705546
UI Lead,Noida,Male,B.A,23,1657632
NETWORK ENGINEER,Chennai,Male,B.Tech/B.E.,17,1174480
Cuda Developer,New Delhi,Male,BCA,17,2250792
ServiceNow,New Delhi,Female,B.Tech/B.E.,5,1200218
Linux admin,Hyderabad,Female,B.A,22,1119367
Cuda Developer,Bengaluru,Female,B.Tech/B.E.,5,1902478
PHP Developer,Lucknow,Female,B.Tech/B.E.,20,1694175
NETWORK ENGINEER,New Delhi,Male,B.Tech/B.E.,23,1752248
Cuda Developer,Gurugram,Female,B.Tech/B.E.,12,1769268
UI Lead,Pune,Female,B.Tech/B.E.,18,1546284
Cuda Developer,Paonta Sahib,Female,B.Tech/B.E.,21,1763413
ServiceNow,Gurugram,Male,B.Tech/B.E.,11,916686
NETWORK ENGINEER,Pune,Female,B.Com,14,910398
ETL/Informatica,Hyderabad,Male,B.Tech/B.E.,9,723046
NETWORK ENGINEER,Hyderabad,Male,B.Com,20,645140
PHP Developer,Noida,Female,B.Sc,12,1036193
verilog,Bengaluru,Male,B.Sc,14,1786206
Cuda Developer,Pune,Female,BCA,17,670922
verilog,Hyderabad,Male,B.Tech/B.E.,28,1922860
Cuda Developer,Nagaur,Male,B.Sc,15,1214566
Cuda Developer,New Delhi,Male,NA,11,2134466
NETWORK ENGINEER,Lucknow,Male,B.Tech/B.E.,6,2441509
verilog,Noida,Male,B.Tech/B.E.,15,890494
Cuda Developer,Chennai,Female,BCA,10,2470346
ServiceNow,New Delhi,Male,B.A,7,2282733
SAP MDG Developer,Kaithal,Female,B.B.A/ B.M.S,7,1468711
Cuda Developer,Bengaluru,Female,B.Tech/B.E.,19,2359151
NETWORK ENGINEER,New Delhi,Male,B.A,10,1548698
Product Manager,Hyderabad,Male,B.Tech/B.E.,20,2427464
c++,New Delhi,Female,B.A,25,2104448
c++,Mumbai Suburban,Male,Diploma,10,1313323
NETWORK ENGINEER,Hyderabad,Male,B.Com,17,652497
Senior Identity Engineer,New Delhi,Female,B.Tech/B.E.,5,1621252
NETWORK ENGINEER,Kolkata,Female,BCA,11,2293705
"Data Science, AI",Bengaluru,Female,B.Tech/B.E.,13,1465439
verilog,Noida,Female,B.Tech/B.E.,17,935292
NETWORK ENGINEER,Noida,Male,B.Tech/B.E.,11,1660183
Maths Teacher,Coimbatore,Male,B.Sc,17,1313071
Research Analyst,Mumbai,Male,B.Tech/B.E.,25,950546
NETWORK ENGINEER,Gurugram,Female,B.Tech/B.E.,13,1018052
c++,Noida,Male,B.Tech/B.E.,18,1817647
AML Triage Analyst,Ghaziabad,Female,B.Sc,24,2114121
OIC Developer,Bhatkal,Male,BCA,27,1719874
NETWORK ENGINEER,Noida,Male,B.Com,7,695142
Verilog,Chennai,Male,B.Tech/B.E.,7,1697985
Verilog,Noida,Male,B.Com,23,1606890
SAP ATTP,Pune,Male,BCA,26,1542854
c++,Prayagraj,Male,B.B.A/ B.M.S,24,1737386
SAP MDG Developer,Bengaluru,Female,B.Tech/B.E.,14,1279591
Python Fullstack,Gurugram,Female,BCA,24,1283829
Oracle Fusion EBS,New Delhi,Female,B.Tech/B.E.,23,1308101
Maths Teacher,Gurugram,Female,B.Com,17,1044892
NETWORK ENGINEER,Hyderabad,Male,B.Com,26,882398
c++,Pune,Female,B.Tech/B.E.,23,1626447
Verilog,New Delhi,Male,B.Tech/B.E.,21,1439483
Python Fullstack,Noida,Female,B.Tech/B.E.,7,1285700
Python Fullstack,Not Mentioned,Male,B.Tech/B.E.,8,1721493
NETWORK ENGINEER,Kochi,Male,B.Tech/B.E.,19,2107575
UI Angular,Chandigarh,Male,B.Sc,8,1317185
NETWORK ENGINEER,Chennai,Female,B.Tech/B.E.,14,2136260
c++,Noida,Male,B.A,28,1534332
Python Fullstack,Gurugram,Male,B.Com,24,1571693
SAP MDG Developer,Amritsar,Female,B.Sc,6,553707
NETWORK ENGINEER,Jalgaon,Male,B.Sc,6,1468663
c++,Kolhapur,Male,B.Com,14,1385625
Verilog,Bilaspur,Male,B.A,10,726722
NETWORK ENGINEER,Noida,Male,B.Sc,6,625129
SAP MDG Developer,Thiruvananthapuram,Female,B.Sc,15,2013585
c++,Gurugram,Male,B.Com,19,1137493
GCP Admin,New Delhi,Male,B.Tech/B.E.,15,2327994
Verilog,New Delhi,Male,B.A,20,1075875
Java with Golang,Mumbai,Male,B.Sc,24,503071
Oracle Lead Consultant,Gurugram,Male,B.Tech/B.E.,19,1361730
SAP MDG Developer,Pune,Female,B.Tech/B.E.,15,1210017
GCP Admin,Hyderabad,Male,B.Tech/B.E.,8,2330384
Java with Golang,New Delhi,Male,B.Sc,5,871331
Supply Chain,Gurugram,Female,BCA,18,1627489
Supply Chain,Pune,Male,B.Tech/B.E.,15,2403690
Supply Chain,Gurugram,Female,B.Tech/B.E.,12,643603
Supply Chain,Bengaluru,Male,B.A,6,997991
SAP MDG Developer,Hyderabad,Male,B.Tech/B.E.,15,2366407
Oracle PL/SQL Developer ,Bengaluru,Male,B.Tech/B.E.,20,2301862
Cisco Networking,New Delhi,Female,B.Tech/B.E.,24,1028190
Verilog,Gurugram,Male,B.Tech/B.E.,10,1085005
SAP MDG Developer,Pune,Female,B.Com,28,1078531
Java with Golang,Mumbai,Female,B.Tech/B.E.,26,956091
Oracle Supply Chain Management,Hyderabad,Female,B.Sc,20,1520824
C++,Ramnagar,Male,B.Sc,13,1387185
C++,New Delhi,Female,B.Sc,27,1223692
C++,Gurugram,Male,BCA,13,2445380
C++,Ghaziabad,Male,B.Sc,22,873093
C++,New Delhi,Female,B.A,7,1908268
C++,Noida,Male,B.Tech/B.E.,26,1329946
C++,Jalandhar,Male,B.Tech/B.E.,7,2026318
C++,Meerut,Male,B.Com,5,1682805
C++,Padampur,Male,BCA,18,1971099
C++,New Delhi,Male,B.Tech/B.E.,5,1352659
C++,Pune,Male,BTECH,9,1828056
C++,Kannur,Female,BCA,27,855766
Verilog,Gurugram,Female,B.A,12,2354532
Verilog,Pune,Female,B.Tech/B.E.,13,1288986
C++,Hubli,Male,B.Tech/B.E.,18,1180723
Verilog,Kolkata,Male,B.B.A/ B.M.S,24,2257874
Java Script,New Delhi,Female,B.Com,13,1816134
Senior Identity Engineer,Gurugram,Male,BCA,12,1927419
C++,Prayagraj,Female,B.Sc,6,2042941
Python Fullstack,Ghaziabad,Female,B.Com,22,1686331
ServiceNow,Ranchi,Female,B.A,10,1334099
Java Flowable,Bengaluru,Male,B.B.A/ B.M.S,12,1044799
Cuda Developer,Warangal,Female,B.Sc,15,1444765
Python Fullstack,Pune,Male,B.Tech/B.E.,23,679559
C++,Hyderabad,Male,NA,25,581150
Python Fullstack,Gurugram,Male,B.Sc,9,1133240
Cuda Developer,Bengaluru,Male,B.Sc,25,732837
c++,Noida,Male,B.A,27,2333485
Collibra,Gurugram,Female,B.Tech/B.E.,28,2131556
Python Fullstack,Lucknow,Male,B.Tech/B.E.,12,1438718
ServiceNow,Faridabad,Female,B.Sc,10,708821
C++,Guwahati,Male,Diploma,7,2009381
Java technical lead,Kanpur,Male,HSC,18,1904500
Java technical lead,Bengaluru,Female,B.Tech/B.E.,15,914315
Java technical lead,Noida,Female,B.Tech/B.E.,13,2138954
C++ Lead,Diva - Maharashtra,Female,BCA,11,761825
Sr.PL SQL Developer,Gurugram,Male,B.Tech/B.E.,25,724938
Drupal CMS + PHP,New Delhi,Female,B.Tech/B.E.,23,1328926
C++ Lead,Kolkata,Male,BCA,10,1551138
ServiceNow,Visakhapatnam,Male,NA,10,887612
API integration Apigee,Kolkata,Female,B.A,5,1989141
QA ANALYST,New Delhi,Female,B.Com,27,1107788
Verilog,Bengaluru,Male,B.Tech/B.E.,9,849373
Cuda Developer,Noida,Male,BCA,17,1922057
Python Fullstack,New Delhi,Female,BCA,21,2166572
Grafana,New Delhi,Female,B.Tech/B.E.,20,829659
– Consulting Practice Manager,Kolkata,Female,Diploma,10,772840
ServiceNow,Pune,Male,B.Com,13,1122893
c++,Kolkata,Female,Diploma,8,1470396
C++ Lead,New Delhi,Female,BCA,6,847637
c++,New Delhi,Male,B.Tech/B.E.,24,1907450
Java Full stack,New Delhi,Female,BCA,19,1197497
Verilog,New Delhi,Male,B.Sc,27,1531823
Verilog,Pune,Female,B.Tech/B.E.,28,2467324
Principal Engineer,Noida,Male,B.Sc,5,780966
Verilog,Kolkata,Female,B.Com,11,1124977
C++,Jaipur,Male,B.Tech/B.E.,8,662004
Verilog,Kolkata,Male,B.Tech/B.E.,14,2438684
Cuda Developer,Indore,Female,B.A,23,2066903
C++,Bengaluru,Female,B.Sc,27,837853
C++ Lead,Hyderabad,Male,BCA,5,706382
Verilog,Mumbai,Female,B.Com,28,1798680
"Verilog,UVM",Noida,Female,B.Tech/B.E.,10,2233795
Senior Identity Engineer,Bilaspur,Female,B.Com,19,2372070
c++,New Delhi,Male,Diploma,13,1499244
Cuda Developer,Pune,Male,BCA,24,1986853
c++,New Delhi,Male,B.Tech/B.E.,16,2077222
Data Engineer,Noida,Male,B.A,28,1146476
c++,Pune,Male,B.A,18,1054200
Java Golang,Hyderabad,Male,B.A,13,1608283
Java Flowable,"Mumbai, Maharashtra, pune - Maharashtra",Female,B.Tech/B.E.,14,824990
c++,Kolkata,Female,BCA,9,2421225
Database Administra,Navi Mumbai,Male,B.Sc,25,1385106
Workday integration,New Delhi,Female,B.Tech/B.E.,21,2276445
Workday integration,Guwahati,Male,BCA,9,2405222
UI Developer,Bengaluru,Male,B.Com,25,1514369
Cuda Developer,Bengaluru,Male,B.Com,23,1172031
Python Fullstack,Chennai,Male,B.Tech/B.E.,6,805618
c++,New Delhi,Male,B.Tech/B.E.,12,1171363
"Verilog,VLSI",Bengaluru,Female,B.Com,12,1235446
c++,Gurugram,Male,B.B.A/ B.M.S,27,553579
Python Fullstack,New Delhi,Male,BCA,13,1475343
Verilog,Kolkata,Male,B.Tech/B.E.,5,1462021
Data Engineer GCP,Pune,Female,BCA,27,1650943
Python Fullstack,New Delhi,Male,B.B.A/ B.M.S,16,1755834
Snokflak,New Delhi,Male,B.Tech/B.E.,27,2191935
Selenium Python,New Delhi,Female,B.Tech/B.E.,7,1263639
Selenium Python,Nagpur,Male,B.Com,10,730479
Python Fullstack,Noida,Male,B.Sc,27,2331533
Production Support,Mumbai,Male,B.Com,20,1656384
SALES FORCE TECHNICAL ARCHITECT,New Delhi,Female,B.Com,20,2188891
Python Fullstack,Tiruchirapalli,Male,B.Tech/B.E.,16,842005
"IAM, Azure",Mumbai,Male,BCA,7,1465274
Verilog,New Delhi,Female,B.Tech/B.E.,27,2012401
SALES FORCE TECHNICAL ARCHITECT,Pune,Male,B.Tech/B.E.,23,1690569
Python Fullstack,Bengaluru,Male,B.Tech/B.E.,13,524933
Selenium Python,Pune,Male,B.Com,24,1796823
"Cyber Security, Aws, Azure",Pune,Female,B.Tech/B.E.,27,1365316
SALES FORCE TECHNICAL ARCHITECT,Noida,Female,B.Tech/B.E.,20,1589285
F u l l Stack Web Developer,Bengaluru,Male,B.Com,8,1160038
Verilog,Noida,Male,B.Com,27,772059
Verilog,Dindigul,NA,B.Tech/B.E.,21,644324
Salesfoce Developer,Noida,Female,BCA,24,1578998
ServiceNow,"Mumbai, Maharashtra - Maharashtra",Female,B.Tech/B.E.,10,2095010
ServiceNow,Bengaluru,Male,B.B.A/ B.M.S,16,1807852
ServiceNow,Siliguri,Female,B.Com,15,2243549
Salesfoce Developer,Kolkata,Male,B.Sc,18,1144727
Cuda Developer,Hyderabad,Female,B.Tech/B.E.,21,2141117
Salesfoce Developer,Bengaluru,Female,BCA,20,899877
Verilog,Mumbai,Male,NA,11,690570
oracle DBA,New Delhi,Male,B.Tech/B.E.,8,1880400
Salesfoce Developer,New Delhi,Male,B.B.A/ B.M.S,19,2097667
Oracle EBS,New Delhi,Male,B.Tech/B.E.,25,1853246
Oracle EBS,Noida,Male,B.Tech/B.E.,15,1569314
"verilog,SOC,",Hyderabad,Female,B.Sc,9,952128
Senior System Administrator,Gurugram,Male,BCA,26,1376101
Verilog,"Noida, Delhi - Uttar Pradesh",Male,B.A,28,2490394
Cuda Developer,Bengaluru,Male,B.Tech/B.E.,18,554187
Database Administra,Pune,Male,B.Sc,22,2216999
Power Bi,Mumbai,Male,B.Tech/B.E.,25,1247913
"ETL, GCP, Informatica",Bengaluru,Male,B.Tech/B.E.,21,2044286
Oracle EBS,Noida,Female,BCA,17,1235840
Mainframe,Noida,Male,B.Sc,8,2479587
Snowflake data engg,Noida,Female,B.Tech/B.E.,8,2279853
Oracle EBS,Pune,Female,BCA,11,1103544
Portal / Application,Noida,Male,NA,7,589721
Pega Product Manger,New Delhi,Male,B.Tech/B.E.,18,1164509
Pega Product Manger,Navi Mumbai and pune - Maharashtra,Female,B.Com,5,1997985
Slaesforce,Bengaluru,Female,B.Tech/B.E.,21,1699912
"Oracle (PL/SQL),",Lucknow,Male,B.Tech/B.E.,14,2136073
Slaesforce QA,Ahmedabad,Male,B.Com,23,2050991
Performance Test Architect,Noida,Female,B.Sc,17,577250
Cloud Architect,Bengaluru,NA,B.Sc,18,1418789
Accounting,New Delhi,Male,B.Tech/B.E.,10,2057047
Maths Teacher,Chennai,Male,Diploma,8,1769742
Snowflake Developer,Jamshedpur,Female,BCA,23,1277742
Data science AI/ML,Pune,Female,B.Tech/B.E.,23,1273517
oracle ebs,Pune,Male,BCA,15,568367
GCP Data Engineer,Nagpur,Male,BCA,28,2168837
Oracle BI ETL Devel,Bengaluru,Male,B.Tech/B.E.,24,653359
OIC Developer,Lucknow,Male,B.Sc,28,522618
OIC Developer,Pune,Female,B.Sc,25,1260348
Oracle BI ETL Devel,Faridabad,NA,Diploma,17,2084121
Cuda Developer,New Delhi,Female,B.Tech/B.E.,26,1247799
PEOPLESOFT DEVELOPER,Pune,Male,B.B.A/ B.M.S,12,744441
Cuda Developer,New Delhi,Female,B.Sc,20,584643
PEOPLESOFT DEVELOPER,Bengaluru,Male,B.Tech/B.E.,11,1914078
"Oracle,PLSQL,Unix shell Scripting",Dehradun,Female,B.A,16,1646762
PEOPLESOFT DEVELOPER,New Delhi,Male,B.Com,9,1545810
Oracle BI ETL Devel,New Delhi,Female,B.Tech/B.E.,14,1705266
Oracle,Chennai,Male,B.Tech/B.E.,14,843356
Test Automation Lead/Architect,New Delhi,Female,B.Sc,25,2407598
Oracle BI ETL Devel,Bengaluru,Female,B.A,9,760343
Oracle BI ETL Devel,Jalgaon,Female,B.Sc,25,2032828
Oracle BI ETL Devel,Bengaluru,Male,BCA,16,1734201
Oracle BI ETL Devel,Pune,Female,B.Tech/B.E.,14,2178270
Cuda Developer,Pune,Female,B.Tech/B.E.,7,974426
OIC Developer,Mumbai,Female,B.Tech/B.E.,8,1183347
Oracle Banking Trade Finance,Ghaziabad,Female,B.Sc,15,565515
Manager-Projects,New Delhi,Female,B.Tech/B.E.,17,878112
Automation &Functional Testing,Bengaluru,Male,B.Com,25,920322
Oracle Banking Trade Finance,Pune,Female,BCA,28,2419634
One Shield Dragon Developer,Chennai,Female,B.Sc,24,1606848
Project manager,Gurugram,Male,B.Sc,24,1908352
Oracle BI ETL,Hyderabad,Male,B.Tech/B.E.,26,1216782
Verilog,Pune,Female,B.Tech/B.E.,24,2453450
ServiceNow,Pune,Male,B.Com,18,2391208
Oracle Banking Trade Finance,vishakapatnam - Andhra Pradesh,Male,B.Tech/B.E.,8,533309
ServiceNow,Chennai,Male,BCA,19,1220278
One Shield Dragon Developer,Chennai,Male,B.Tech/B.E.,23,1229874
One Shield Dragon Developer,Chennai,Male,B.A,13,2308501
ServiceNow,Bengaluru,Male,NA,10,764430
One Shield Dragon Developer,Pune,Male,Diploma,19,2437229
OIC Developer,Pune,Male,B.Tech/B.E.,19,2464795
Cuda Developer,Mumbai,Male,B.Com,18,526301
One Shield Dragon Developer,Pune,Male,B.Com,18,1581361
Cuda Developer,Mumbai,Male,B.A,22,1250991
Cuda Developer,New Delhi,Male,B.Com,17,2427743
Cuda Developer,Noida,Male,B.A,11,1829388
PEOPLESOFT DEVELOPER,Ahemdabad - Gujarat,Male,B.Tech/B.E.,20,1541368
One Shield Dragon Developer,Noida,Male,B.Com,27,1049708
PEOPLESOFT DEVELOPER,Noida,Female,B.Tech/B.E.,14,522840
PEOPLESOFT DEVELOPER,Patna,Male,B.Tech/B.E.,16,657439
One Shield Dragon Developer,Bengaluru,Male,B.Sc,22,1442212
Cuda Developer,Lucknow,Male,B.Tech/B.E.,14,1352418
PEOPLESOFT DEVELOPER,Mumbai,Female,Diploma,20,1490051
Cuda Developer,Noida,Male,BCA,27,2309331
NPD interior Design,Ghaziabad,Female,B.Tech/B.E.,24,2377768
Network engineer,Pune,Female,B.Tech/B.E.,17,1792107
Network engineer,Navi Mumbai,Female,B.Tech/B.E.,24,749138
Network engineer,Noida,Male,B.Com,17,575788
One Shield Dragon Developer,Pune,Female,B.A,22,1060182
PEOPLESOFT DEVELOPER,Nagpur,Male,B.Com,16,2318870
Python Automation,Hyderabad,Male,B.Com,23,844019
"Oracle,PL/SQL",Noida,Female,B.B.A/ B.M.S,18,1126155
Golang,Chennai,Male,B.A,9,529785
Golang,New Delhi,Female,BCA,20,932872
Golang,Visakhapatnam,Female,B.A,15,1454635
Golang,Bengaluru,Male,B.Tech/B.E.,25,695696
Golang,Bengaluru,Female,B.Tech/B.E.,21,1847548
Golang,Hyderabad,Male,B.A,19,1655259
Golang,Noida,Male,B.B.A/ B.M.S,7,1392611
Golang,Gurugram,Male,Diploma,19,1598721
Golang,"Fazilka , Punjab - Punjab",Male,B.Tech/B.E.,6,1194969
Golang,Coimbatore,Male,B.Tech/B.E.,13,510070
Golang,Indore,Male,B.Tech/B.E.,23,1973142
Golang,Hyderabad,Female,B.Tech/B.E.,9,1475012
Network Engineer,Noida,Male,B.A,8,1439051
One Shield Dragon Developer/QA,"Cuttack, Odisha - Odisha",Female,B.Tech/B.E.,17,1242006
java with AWS Cloud Developer,New Delhi,Male,NA,17,1788335
OIC Developer,Hyderabad,Male,B.Tech/B.E.,5,2239126
OIC Developer,Kanpur,Male,B.Com,20,1839942
OIC Developer,Navi Mumbai,Female,B.Sc,15,1287442
OIC Developer,Bhubaneswar,Male,Diploma,28,1384160
one shield dragon developer,New Delhi,Female,B.Com,13,705672
.Net Developer,Pune,Male,B.Sc,7,672661
OIC Developer,Chennai,Female,Diploma,27,1144018
Cuda Developer,Ayodhya - Uttar Pradesh,Male,B.Tech/B.E.,28,1794313
Cuda Developer,Hyderabad,Male,B.Tech/B.E.,16,754691
Data engineer CGCP,Hubli,Male,Diploma,7,1261897
Cuda Developer,Gurugram,Male,B.Tech/B.E.,26,1064439
Cuda Developer,Mumbai,Male,B.A,18,2209343
Cuda Developer,Bengaluru,Female,B.Sc,24,1763026
Cuda Developer,Patna,Male,B.Tech/B.E.,25,2332248
Oracle Banking Trade Finance,Pune,Male,B.Tech/B.E.,16,1536386
OneShield Dragon,Pune,Female,Diploma,14,1642891
C++,Hyderabad,Male,B.Tech/B.E.,11,1778573
C++,Nagaur,Female,B.Tech/B.E.,24,1635448
SFDC with Netzero,New Delhi,Male,B.A,18,2178764
Oracle Banking Trade Finance,Lucknow,Male,BCA,5,1692935
C++,Noida,Male,B.Com,27,1596238
C++,Chennai,Female,B.B.A/ B.M.S,17,1877491
